0 0 0 1 1 21.027232
1 0 0 2 2 47.307441
2 0 0 3 3 23.991000
3 0 0 4 4 24.641097
4 0 0 5 5 43.947856
5 0 0 6 6 21.165094
6 0 0 7 7 22.740275
7 0 0 8 8 38.175189
8 0 0 9 9 42.148449
9 0 0 10 10 21.240620
10 0 0 11 11 26.430104
11 0 0 12 12 31.940026
12 0 0 13 13 43.668033
13 0 0 14 14 43.452444
14 0 0 15 15 44.447518
15 1 1 2 2 35.166588
16 1 1 3 3 37.245172
17 1 1 4 4 22.650207
18 1 1 5 5 43.335715
19 1 1 6 6 36.981724
20 1 1 7 7 22.233628
21 1 1 8 8 21.578589
22 1 1 9 9 22.429176
23 1 1 10 10 32.508815
24 1 1 11 11 27.809635
25 1 1 12 12 24.783835
26 1 1 13 13 33.558258
27 1 1 14 14 53.007326
28 1 1 15 15 33.484275
29 2 2 3 3 44.366129
30 2 2 4 4 24.997929
31 2 2 5 5 24.583002
32 2 2 6 6 49.118010
33 2 2 7 7 53.233656
34 2 2 8 8 18.659372
35 2 2 9 9 34.000764
36 2 2 10 10 54.497708
37 2 2 11 11 35.799548
38 2 2 12 12 46.627562
39 2 2 13 13 19.132448
40 2 2 14 14 49.251763
41 2 2 15 15 36.138615
42 3 3 4 4 21.723447
43 3 3 5 5 28.884681
44 3 3 6 6 8.710139
45 3 3 7 7 42.448082
46 3 3 8 8 43.771241
47 3 3 9 9 54.673416
48 3 3 10 10 29.812333
49 3 3 11 11 25.192434
50 3 3 12 12 45.420450
51 3 3 13 13 41.333954
52 3 3 14 14 22.376226
53 3 3 15 15 49.396467
54 4 4 5 5 22.294052
55 4 4 6 6 24.748962
56 4 4 7 7 35.290606
57 4 4 8 8 22.202985
58 4 4 9 9 34.884241
59 4 4 10 10 31.455405
60 4 4 11 11 15.898495
61 4 4 12 12 33.126320
62 4 4 13 13 22.177681
63 4 4 14 14 32.605024
64 4 4 15 15 32.303486
65 5 5 6 6 35.938795
66 5 5 7 7 57.481180
67 5 5 8 8 35.912488
68 5 5 9 9 51.863515
69 5 5 10 10 50.295162
70 5 5 11 11 32.951541
71 5 5 12 12 53.946175
72 5 5 13 13 29.439161
73 5 5 14 14 29.847513
74 5 5 15 15 46.952548
75 6 6 7 7 37.448793
76 6 6 8 8 45.456181
77 6 6 9 9 54.422773
78 6 6 10 10 22.382130
79 6 6 11 11 23.087216
80 6 6 12 12 41.304545
81 6 6 13 13 43.150292
82 6 6 14 14 24.070252
83 6 6 15 15 47.763219
84 7 7 8 8 37.309284
85 7 7 9 9 33.085159
86 7 7 10 10 20.401639
87 7 7 11 11 29.413591
88 7 7 12 12 15.347664
89 7 7 13 13 44.166037
90 7 7 14 14 55.772433
91 7 7 15 15 35.019442
92 8 8 9 9 16.329478
93 8 8 10 10 43.222369
94 8 8 11 11 27.851807
95 8 8 12 12 29.686035
96 8 8 13 13 16.459363
97 8 8 14 14 51.800755
98 8 8 15 15 22.631175
99 9 9 10 10 45.871514
100 9 9 11 11 36.509942
101 9 9 12 12 25.407228
102 9 9 13 13 29.818459
103 9 9 14 14 64.488145
104 9 9 15 15 24.276607
105 10 10 11 11 20.801365
106 10 10 12 12 24.695836
107 10 10 13 13 43.111047
108 10 10 14 14 39.231015
109 10 10 15 15 37.876754
110 11 11 12 12 24.352439
111 11 11 13 13 23.245951
112 11 11 14 14 29.810239
113 11 11 15 15 24.865518
114 12 12 13 13 33.874182
115 12 12 14 14 53.587577
116 12 12 15 15 20.559077
117 13 13 14 14 41.886347
118 13 13 15 15 19.445054
119 14 14 15 15 51.062554
-1 -1 -1 -1 -1 -1
