0, 0, 0, 52.113700, 22.936200, 15.669000
0, 1, 1, 55.592300, 43.668500, 15.204700
0, 2, 2, 26.477900, 62.190600, 21.985000
0, 3, 3, 29.678200, 17.943600, 22.545800
0, 4, 4, 35.279900, 38.881300, 24.009300
0, 5, 5, 13.154600, 41.605400, 23.735200
0, 6, 6, 36.334800, 14.316900, 26.835700
0, 7, 7, 69.616600, 31.475100, 27.410200
0, 8, 8, 44.512300, 59.013500, 25.568100
0, 9, 9, 60.306100, 63.150900, 25.268700
0, 10, 10, 56.226300, 18.759900, 36.084900
0, 11, 11, 42.100800, 33.963800, 37.502100
0, 12, 12, 65.188800, 41.694700, 37.969800
0, 13, 13, 34.437500, 55.899000, 38.205700
0, 14, 14, 17.344600, 17.777600, 41.215300
0, 15, 15, 51.980800, 54.918100, 46.535200
1, 0, 0, 52.058151, 22.794890, 15.524925
1, 1, 1, 55.772582, 43.460814, 15.133620
1, 2, 2, 26.585052, 62.025448, 21.937782
1, 3, 3, 29.210221, 18.705142, 22.286727
1, 4, 4, 34.873015, 38.807223, 23.955469
1, 5, 5, 12.681297, 41.642389, 23.793850
1, 6, 6, 36.597966, 14.220320, 26.632656
1, 7, 7, 69.861555, 32.066611, 27.631119
1, 8, 8, 44.848545, 58.793682, 25.509694
1, 9, 9, 60.664257, 62.815564, 25.132436
1, 10, 10, 55.972220, 18.613438, 35.863907
1, 11, 11, 42.179042, 33.856665, 37.755655
1, 12, 12, 64.642603, 41.893964, 38.342026
1, 13, 13, 34.887559, 56.044481, 38.292414
1, 14, 14, 17.880094, 17.306732, 41.548537
1, 15, 15, 51.631040, 55.147738, 46.403884
-1, -1, -1, -1, -1, -1
