0 0 1 1 21.027232
0 0 2 2 47.307441
0 0 3 3 23.991000
0 0 4 4 24.641097
0 0 5 5 43.947856
0 0 6 6 21.165094
0 0 7 7 22.740275
0 0 8 8 38.175189
0 0 9 9 42.148449
0 0 10 10 21.240620
0 0 11 11 26.430104
0 0 12 12 31.940026
0 0 13 13 43.668033
0 0 14 14 43.452444
0 0 15 15 44.447518
1 1 0 0 21.027232
1 1 2 2 35.166588
1 1 3 3 37.245172
1 1 4 4 22.650207
1 1 5 5 43.335715
1 1 6 6 36.981724
1 1 7 7 22.233628
1 1 8 8 21.578589
1 1 9 9 22.429176
1 1 10 10 32.508815
1 1 11 11 27.809635
1 1 12 12 24.783835
1 1 13 13 33.558258
1 1 14 14 53.007326
1 1 15 15 33.484275
2 2 0 0 47.307441
2 2 1 1 35.166588
2 2 3 3 44.366129
2 2 4 4 24.997929
2 2 5 5 24.583002
2 2 6 6 49.118010
2 2 7 7 53.233656
2 2 8 8 18.659372
2 2 9 9 34.000764
2 2 10 10 54.497708
2 2 11 11 35.799548
2 2 12 12 46.627562
2 2 13 13 19.132448
2 2 14 14 49.251763
2 2 15 15 36.138615
3 3 0 0 23.991000
3 3 1 1 37.245172
3 3 2 2 44.366129
3 3 4 4 21.723447
3 3 5 5 28.884681
3 3 6 6 8.710139
3 3 7 7 42.448082
3 3 8 8 43.771241
3 3 9 9 54.673416
3 3 10 10 29.812333
3 3 11 11 25.192434
3 3 12 12 45.420450
3 3 13 13 41.333954
3 3 14 14 22.376226
3 3 15 15 49.396467
4 4 0 0 24.641097
4 4 1 1 22.650207
4 4 2 2 24.997929
4 4 3 3 21.723447
4 4 5 5 22.294052
4 4 6 6 24.748962
4 4 7 7 35.290606
4 4 8 8 22.202985
4 4 9 9 34.884241
4 4 10 10 31.455405
4 4 11 11 15.898495
4 4 12 12 33.126320
4 4 13 13 22.177681
4 4 14 14 32.605024
4 4 15 15 32.303486
5 5 0 0 43.947856
5 5 1 1 43.335715
5 5 2 2 24.583002
5 5 3 3 28.884681
5 5 4 4 22.294052
5 5 6 6 35.938795
5 5 7 7 57.481180
5 5 8 8 35.912488
5 5 9 9 51.863515
5 5 10 10 50.295162
5 5 11 11 32.951541
5 5 12 12 53.946175
5 5 13 13 29.439161
5 5 14 14 29.847513
5 5 15 15 46.952548
6 6 0 0 21.165094
6 6 1 1 36.981724
6 6 2 2 49.118010
6 6 3 3 8.710139
6 6 4 4 24.748962
6 6 5 5 35.938795
6 6 7 7 37.448793
6 6 8 8 45.456181
6 6 9 9 54.422773
6 6 10 10 22.382130
6 6 11 11 23.087216
6 6 12 12 41.304545
6 6 13 13 43.150292
6 6 14 14 24.070252
6 6 15 15 47.763219
7 7 0 0 22.740275
7 7 1 1 22.233628
7 7 2 2 53.233656
7 7 3 3 42.448082
7 7 4 4 35.290606
7 7 5 5 57.481180
7 7 6 6 37.448793
7 7 8 8 37.309284
7 7 9 9 33.085159
7 7 10 10 20.401639
7 7 11 11 29.413591
7 7 12 12 15.347664
7 7 13 13 44.166037
7 7 14 14 55.772433
7 7 15 15 35.019442
8 8 0 0 38.175189
8 8 1 1 21.578589
8 8 2 2 18.659372
8 8 3 3 43.771241
8 8 4 4 22.202985
8 8 5 5 35.912488
8 8 6 6 45.456181
8 8 7 7 37.309284
8 8 9 9 16.329478
8 8 10 10 43.222369
8 8 11 11 27.851807
8 8 12 12 29.686035
8 8 13 13 16.459363
8 8 14 14 51.800755
8 8 15 15 22.631175
9 9 0 0 42.148449
9 9 1 1 22.429176
9 9 2 2 34.000764
9 9 3 3 54.673416
9 9 4 4 34.884241
9 9 5 5 51.863515
9 9 6 6 54.422773
9 9 7 7 33.085159
9 9 8 8 16.329478
9 9 10 10 45.871514
9 9 11 11 36.509942
9 9 12 12 25.407228
9 9 13 13 29.818459
9 9 14 14 64.488145
9 9 15 15 24.276607
10 10 0 0 21.240620
10 10 1 1 32.508815
10 10 2 2 54.497708
10 10 3 3 29.812333
10 10 4 4 31.455405
10 10 5 5 50.295162
10 10 6 6 22.382130
10 10 7 7 20.401639
10 10 8 8 43.222369
10 10 9 9 45.871514
10 10 11 11 20.801365
10 10 12 12 24.695836
10 10 13 13 43.111047
10 10 14 14 39.231015
10 10 15 15 37.876754
11 11 0 0 26.430104
11 11 1 1 27.809635
11 11 2 2 35.799548
11 11 3 3 25.192434
11 11 4 4 15.898495
11 11 5 5 32.951541
11 11 6 6 23.087216
11 11 7 7 29.413591
11 11 8 8 27.851807
11 11 9 9 36.509942
11 11 10 10 20.801365
11 11 12 12 24.352439
11 11 13 13 23.245951
11 11 14 14 29.810239
11 11 15 15 24.865518
12 12 0 0 31.940026
12 12 1 1 24.783835
12 12 2 2 46.627562
12 12 3 3 45.420450
12 12 4 4 33.126320
12 12 5 5 53.946175
12 12 6 6 41.304545
12 12 7 7 15.347664
12 12 8 8 29.686035
12 12 9 9 25.407228
12 12 10 10 24.695836
12 12 11 11 24.352439
12 12 13 13 33.874182
12 12 14 14 53.587577
12 12 15 15 20.559077
13 13 0 0 43.668033
13 13 1 1 33.558258
13 13 2 2 19.132448
13 13 3 3 41.333954
13 13 4 4 22.177681
13 13 5 5 29.439161
13 13 6 6 43.150292
13 13 7 7 44.166037
13 13 8 8 16.459363
13 13 9 9 29.818459
13 13 10 10 43.111047
13 13 11 11 23.245951
13 13 12 12 33.874182
13 13 14 14 41.886347
13 13 15 15 19.445054
14 14 0 0 43.452444
14 14 1 1 53.007326
14 14 2 2 49.251763
14 14 3 3 22.376226
14 14 4 4 32.605024
14 14 5 5 29.847513
14 14 6 6 24.070252
14 14 7 7 55.772433
14 14 8 8 51.800755
14 14 9 9 64.488145
14 14 10 10 39.231015
14 14 11 11 29.810239
14 14 12 12 53.587577
14 14 13 13 41.886347
14 14 15 15 51.062554
15 15 0 0 44.447518
15 15 1 1 33.484275
15 15 2 2 36.138615
15 15 3 3 49.396467
15 15 4 4 32.303486
15 15 5 5 46.952548
15 15 6 6 47.763219
15 15 7 7 35.019442
15 15 8 8 22.631175
15 15 9 9 24.276607
15 15 10 10 37.876754
15 15 11 11 24.865518
15 15 12 12 20.559077
15 15 13 13 19.445054
15 15 14 14 51.062554
-1 -1 -1 -1 -1
