13 14 12 13 42.752735
13 14 14 15 56.370323
13 14 15 16 28.105486
13 14 16 17 31.079975
14 15 0 0 40.681337
14 15 1 1 30.156467
14 15 2 2 36.027998
14 15 3 3 47.396127
14 15 4 4 32.543178
14 15 5 5 48.606608
14 15 6 6 47.652742
14 15 7 7 30.091010
14 15 8 8 19.105234
14 15 9 9 20.773551
14 15 10 10 35.972373
14 15 11 12 19.677016
14 15 12 13 19.244874
14 15 13 14 56.370323
14 15 15 16 31.421769
14 15 16 17 25.523408
15 16 0 0 28.083804
15 16 1 1 33.903598
15 16 2 2 41.807431
15 16 3 3 23.486716
15 16 4 4 23.390209
15 16 5 5 35.350781
15 16 6 6 21.197665
15 16 7 7 35.822025
15 16 8 8 32.796988
15 16 9 9 43.734296
15 16 10 10 29.883468
15 16 11 12 30.571214
15 16 12 13 25.687957
15 16 13 14 28.105486
15 16 14 15 31.421769
15 16 16 17 10.827828
16 17 0 0 27.957137
16 17 1 1 28.162918
16 17 2 2 31.259918
16 17 3 3 25.056127
16 17 4 4 15.438223
16 17 5 5 28.763234
16 17 6 6 25.927581
16 17 7 7 35.633924
16 17 8 8 22.879140
16 17 9 9 35.382139
16 17 10 10 31.834158
16 17 11 12 30.191593
16 17 12 13 16.254180
16 17 13 14 31.079975
16 17 14 15 25.523408
16 17 15 16 10.827828
-1 -1 -1 -1 -1
